stringId_A,stringId_B,preferredName_A,preferredName_B,ncbiTaxonId,score,nscore,fscore,pscore,ascore,escore,dscore,tscore
9606.ENSP00000281950,9606.ENSP00000448054,GEMIN6,NUP37,9606,0.936,0.0,0.0,0.0,0.395,0.0,0.9,0.0
9606.ENSP00000281950,9606.ENSP00000412566,GEMIN6,SNRPB,9606,0.965,0.0,0.0,0.0,0.068,0.462,0.9,0.4
9606.ENSP00000281950,9606.ENSP00000400591,GEMIN6,SNRPE,9606,0.987,0.0,0.0,0.0,0.152,0.681,0.9,0.575
9606.ENSP00000281950,9606.ENSP00000308533,GEMIN6,GEMIN2,9606,0.998,0.0,0.0,0.0,0.125,0.787,0.9,0.95
9606.ENSP00000282058,9606.ENSP00000356785,HAUS1,NME7,9606,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.484
9606.ENSP00000282146,9606.ENSP00000394071,KCNK13,GDI1,9606,0.456,0.0,0.0,0.0,0.062,0.0,0.0,0.444
9606.ENSP00000282146,9606.ENSP00000361952,KCNK13,KCNK15,9606,0.692,0.0,0.0,0.0,0.052,0.0,0.6,0.786
9606.ENSP00000282249,9606.ENSP00000342952,GUCY1A2,ADCY2,9606,0.418,0.0,0.0,0.0,0.097,0.172,0.0,0.6
9606.ENSP00000282249,9606.ENSP00000301587,GUCY1A2,ATP5H,9606,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.468
9606.ENSP00000282249,9606.ENSP00000356785,GUCY1A2,NME7,9606,0.654,0.0,0.0,0.0,0.0,0.0,0.65,0.054
9606.ENSP00000282249,9606.ENSP00000410186,GUCY1A2,AK9,9606,0.672,0.0,0.0,0.0,0.065,0.0,0.65,0.081
9606.ENSP00000282249,9606.ENSP00000387128,GUCY1A2,NCKAP5,9606,0.723,0.0,0.0,0.0,0.098,0.0,0.0,0.706
9606.ENSP00000282249,9606.ENSP00000379496,GUCY1A2,PDE1C,9606,0.802,0.0,0.0,0.0,0.189,0.0,0.65,0.36
9606.ENSP00000282249,9606.ENSP00000363092,GUCY1A2,PRKG1,9606,0.93,0.047,0.0,0.0,0.208,0.206,0.8,0.506
9606.ENSP00000282276,9606.ENSP00000373620,MARS2,HSPD1,9606,0.424,0.049,0.0,0.0,0.134,0.258,0.0,0.169
9606.ENSP00000282276,9606.ENSP00000387365,MARS2,PWP1,9606,0.474,0.0,0.0,0.0,0.13,0.0,0.0,0.42
9606.ENSP00000282276,9606.ENSP00000388638,MARS2,RBM17,9606,0.478,0.0,0.0,0.0,0.064,0.0,0.0,0.466
9606.ENSP00000282276,9606.ENSP00000344989,MARS2,DALRD3,9606,0.484,0.077,0.0,0.0,0.146,0.241,0.0,0.24
9606.ENSP00000282276,9606.ENSP00000295759,MARS2,GLB1L,9606,0.543,0.0,0.0,0.0,0.0,0.543,0.0,0.0
9606.ENSP00000282276,9606.ENSP00000369038,MARS2,EEF1E1,9606,0.595,0.0,0.0,0.0,0.065,0.077,0.0,0.569
9606.ENSP00000282276,9606.ENSP00000313877,MARS2,TSFM,9606,0.634,0.0,0.0,0.0,0.159,0.0,0.0,0.583
9606.ENSP00000282276,9606.ENSP00000395196,MARS2,EARS2,9606,0.955,0.073,0.0,0.0,0.129,0.292,0.0,0.93
9606.ENSP00000282356,9606.ENSP00000325819,CAMK4,NR2F1,9606,0.415,0.0,0.0,0.0,0.049,0.056,0.0,0.4
9606.ENSP00000282356,9606.ENSP00000379644,CAMK4,SOX6,9606,0.468,0.0,0.0,0.0,0.062,0.0,0.0,0.456
9606.ENSP00000282356,9606.ENSP00000296632,CAMK4,STARD4,9606,0.576,0.0,0.0,0.0,0.0,0.0,0.0,0.576
9606.ENSP00000282356,9606.ENSP00000350359,CAMK4,CREB5,9606,0.632,0.0,0.0,0.0,0.0,0.0,0.6,0.118
9606.ENSP00000282356,9606.ENSP00000342952,CAMK4,ADCY2,9606,0.741,0.0,0.0,0.0,0.081,0.0,0.6,0.351
9606.ENSP00000282356,9606.ENSP00000419081,CAMK4,CALML4,9606,0.852,0.0,0.0,0.0,0.0,0.149,0.8,0.204
9606.ENSP00000282356,9606.ENSP00000302967,CAMK4,HDAC3,9606,0.903,0.0,0.0,0.0,0.062,0.057,0.9,0.0
9606.ENSP00000282356,9606.ENSP00000312741,CAMK4,CAMKK2,9606,0.949,0.0,0.0,0.0,0.085,0.299,0.9,0.792
9606.ENSP00000282356,9606.ENSP00000312411,CAMK4,PPM1E,9606,0.968,0.0,0.0,0.0,0.08,0.118,0.9,0.66
9606.ENSP00000282356,9606.ENSP00000387699,CAMK4,CREB1,9606,0.978,0.0,0.0,0.0,0.0,0.105,0.9,0.776
9606.ENSP00000282572,9606.ENSP00000367766,CCNO,RPGR,9606,0.418,0.0,0.0,0.0,0.062,0.0,0.0,0.405
9606.ENSP00000282572,9606.ENSP00000372023,CCNO,CHEK2,9606,0.425,0.0,0.0,0.0,0.184,0.212,0.0,0.179
9606.ENSP00000282572,9606.ENSP00000387334,CCNO,NLRX1,9606,0.433,0.0,0.0,0.0,0.062,0.0,0.0,0.421
9606.ENSP00000282572,9606.ENSP00000401514,CCNO,DNAH1,9606,0.511,0.0,0.0,0.0,0.0,0.147,0.0,0.451
9606.ENSP00000282572,9606.ENSP00000368686,CCNO,E2F4,9606,0.517,0.0,0.0,0.0,0.085,0.171,0.0,0.415
9606.ENSP00000282572,9606.ENSP00000357748,CCNO,BCCIP,9606,0.54,0.0,0.0,0.0,0.0,0.0,0.54,0.0
9606.ENSP00000282572,9606.ENSP00000362082,CCNO,CCND3,9606,0.585,0.0,0.0,0.0,0.062,0.078,0.54,0.145
9606.ENSP00000282572,9606.ENSP00000373450,CCNO,SPAG1,9606,0.614,0.0,0.0,0.0,0.062,0.129,0.0,0.566
9606.ENSP00000282572,9606.ENSP00000290155,CCNO,C21orf59,9606,0.641,0.0,0.0,0.0,0.0,0.0,0.0,0.641
9606.ENSP00000282572,9606.ENSP00000306410,CCNO,ARMC4,9606,0.66,0.0,0.0,0.0,0.062,0.0,0.0,0.653
9606.ENSP00000282572,9606.ENSP00000291536,CCNO,RSPH1,9606,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.667
9606.ENSP00000282572,9606.ENSP00000386277,CCNO,CNPPD1,9606,0.675,0.0,0.0,0.0,0.062,0.134,0.54,0.233
9606.ENSP00000282572,9606.ENSP00000288710,CCNO,DRC1,9606,0.719,0.0,0.0,0.0,0.063,0.0,0.0,0.712
9606.ENSP00000282611,9606.ENSP00000383003,CATSPER3,FKBP1A,9606,0.72,0.0,0.0,0.0,0.0,0.0,0.72,0.0
9606.ENSP00000282611,9606.ENSP00000352608,CATSPER3,RYR1,9606,0.772,0.0,0.0,0.0,0.064,0.117,0.72,0.131
9606.ENSP00000282611,9606.ENSP00000320025,CATSPER3,CACNB2,9606,0.797,0.0,0.0,0.0,0.062,0.278,0.72,0.059
9606.ENSP00000282611,9606.ENSP00000371180,CATSPER3,CATSPER2,9606,0.826,0.0,0.0,0.0,0.0,0.0,0.72,0.91
9606.ENSP00000283027,9606.ENSP00000466971,NUBP1,TMUB2,9606,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.496
9606.ENSP00000283027,9606.ENSP00000362110,NUBP1,SF3A3,9606,0.496,0.0,0.0,0.0,0.082,0.0,0.0,0.473
9606.ENSP00000283027,9606.ENSP00000331369,NUBP1,BOLA3,9606,0.615,0.0,0.0,0.0,0.064,0.0,0.0,0.606
9606.ENSP00000283027,9606.ENSP00000357633,NUBP1,GLRX3,9606,0.794,0.044,0.0,0.0,0.062,0.0,0.0,0.788
9606.ENSP00000283027,9606.ENSP00000387219,NUBP1,NFU1,9606,0.814,0.185,0.0,0.0,0.154,0.058,0.0,0.748
9606.ENSP00000283109,9606.ENSP00000359127,RIOK2,DPH5,9606,0.421,0.0,0.0,0.294,0.214,0.0,0.0,0.0
9606.ENSP00000283109,9606.ENSP00000362687,RIOK2,DDX50,9606,0.451,0.0,0.0,0.0,0.284,0.059,0.0,0.251
9606.ENSP00000283109,9606.ENSP00000384621,RIOK2,DQX1,9606,0.492,0.0,0.0,0.0,0.194,0.056,0.0,0.387
9606.ENSP00000283109,9606.ENSP00000344208,RIOK2,TRIM14,9606,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.497
9606.ENSP00000283109,9606.ENSP00000371858,RIOK2,NOP2,9606,0.501,0.0,0.0,0.0,0.419,0.0,0.0,0.176
9606.ENSP00000283109,9606.ENSP00000323858,RIOK2,DDX54,9606,0.529,0.0,0.0,0.0,0.496,0.06,0.0,0.087
9606.ENSP00000283109,9606.ENSP00000297990,RIOK2,NOL6,9606,0.537,0.0,0.0,0.0,0.146,0.06,0.0,0.47
9606.ENSP00000283109,9606.ENSP00000361186,RIOK2,TP53RK,9606,0.558,0.0,0.0,0.0,0.067,0.0,0.0,0.546
9606.ENSP00000283109,9606.ENSP00000366828,RIOK2,POLR3F,9606,0.564,0.0,0.0,0.0,0.551,0.0,0.0,0.07
9606.ENSP00000283109,9606.ENSP00000361232,RIOK2,DDX31,9606,0.568,0.0,0.0,0.0,0.538,0.059,0.0,0.087
9606.ENSP00000283109,9606.ENSP00000300181,RIOK2,TSC22D4,9606,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.575
9606.ENSP00000283109,9606.ENSP00000377944,RIOK2,UTP14A,9606,0.589,0.0,0.0,0.0,0.333,0.0,0.0,0.409
9606.ENSP00000283109,9606.ENSP00000384794,RIOK2,A4GALT,9606,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.602
9606.ENSP00000283109,9606.ENSP00000439467,RIOK2,PDCD2,9606,0.617,0.0,0.0,0.0,0.555,0.0,0.0,0.174
9606.ENSP00000283109,9606.ENSP00000407323,RIOK2,EBNA1BP2,9606,0.659,0.0,0.0,0.0,0.618,0.0,0.0,0.142
9606.ENSP00000283109,9606.ENSP00000322396,RIOK2,RRS1,9606,0.669,0.0,0.0,0.0,0.664,0.0,0.0,0.054
9606.ENSP00000283109,9606.ENSP00000297579,RIOK2,DCAF13,9606,0.676,0.0,0.0,0.0,0.666,0.0,0.0,0.071
9606.ENSP00000283109,9606.ENSP00000364037,RIOK2,TEX10,9606,0.686,0.0,0.0,0.0,0.477,0.0,0.0,0.424
9606.ENSP00000283109,9606.ENSP00000314193,RIOK2,WDR75,9606,0.691,0.0,0.0,0.0,0.684,0.0,0.0,0.063
9606.ENSP00000283109,9606.ENSP00000387365,RIOK2,PWP1,9606,0.763,0.0,0.0,0.0,0.689,0.0,0.0,0.269
9606.ENSP00000283109,9606.ENSP00000357748,RIOK2,BCCIP,9606,0.771,0.0,0.0,0.0,0.77,0.0,0.0,0.047
9606.ENSP00000283109,9606.ENSP00000362153,RIOK2,GNL2,9606,0.782,0.0,0.0,0.0,0.526,0.0,0.0,0.559
9606.ENSP00000283109,9606.ENSP00000369391,RIOK2,RPP40,9606,0.804,0.0,0.0,0.0,0.063,0.0,0.8,0.0
9606.ENSP00000283109,9606.ENSP00000285814,RIOK2,NIFK,9606,0.825,0.0,0.0,0.0,0.825,0.0,0.0,0.0
9606.ENSP00000283109,9606.ENSP00000386134,RIOK2,NGDN,9606,0.832,0.0,0.0,0.0,0.832,0.0,0.0,0.0
9606.ENSP00000283109,9606.ENSP00000478982,RIOK2,RPP38,9606,0.848,0.0,0.0,0.0,0.108,0.217,0.8,0.0
9606.ENSP00000283109,9606.ENSP00000338862,RIOK2,BRIX1,9606,0.851,0.0,0.0,0.0,0.849,0.0,0.0,0.053
9606.ENSP00000283109,9606.ENSP00000359688,RIOK2,RPF1,9606,0.86,0.0,0.0,0.0,0.858,0.0,0.0,0.049
9606.ENSP00000283109,9606.ENSP00000402338,RIOK2,RPF2,9606,0.868,0.0,0.0,0.0,0.855,0.0,0.0,0.129
9606.ENSP00000283109,9606.ENSP00000355471,RIOK2,TFB2M,9606,0.936,0.0,0.0,0.0,0.73,0.774,0.0,0.0
9606.ENSP00000283109,9606.ENSP00000405068,RIOK2,NOP14,9606,0.959,0.0,0.0,0.0,0.813,0.056,0.72,0.283
9606.ENSP00000283109,9606.ENSP00000435096,RIOK2,RPS25,9606,0.978,0.0,0.0,0.0,0.047,0.873,0.8,0.22
9606.ENSP00000283109,9606.ENSP00000339095,RIOK2,RPS7,9606,0.984,0.0,0.0,0.0,0.078,0.901,0.8,0.243
9606.ENSP00000283109,9606.ENSP00000356548,RIOK2,LTV1,9606,0.999,0.0,0.0,0.0,0.749,0.984,0.8,0.95
9606.ENSP00000283179,9606.ENSP00000432648,HNRNPU,YPEL4,9606,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.403
9606.ENSP00000283179,9606.ENSP00000317123,HNRNPU,SNRNP200,9606,0.415,0.0,0.0,0.0,0.165,0.236,0.0,0.156
9606.ENSP00000283179,9606.ENSP00000369424,HNRNPU,RBBP7,9606,0.417,0.0,0.0,0.0,0.405,0.0,0.0,0.06
9606.ENSP00000283179,9606.ENSP00000305790,HNRNPU,SF3B3,9606,0.423,0.0,0.0,0.0,0.151,0.171,0.0,0.247
9606.ENSP00000283179,9606.ENSP00000308533,HNRNPU,GEMIN2,9606,0.447,0.0,0.0,0.0,0.049,0.0,0.0,0.443
9606.ENSP00000283179,9606.ENSP00000398744,HNRNPU,ADAL,9606,0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.466
9606.ENSP00000283179,9606.ENSP00000362110,HNRNPU,SF3A3,9606,0.473,0.0,0.0,0.0,0.259,0.113,0.0,0.261
9606.ENSP00000283179,9606.ENSP00000435096,HNRNPU,RPS25,9606,0.506,0.0,0.0,0.0,0.159,0.38,0.0,0.13
9606.ENSP00000283179,9606.ENSP00000323858,HNRNPU,DDX54,9606,0.51,0.0,0.0,0.0,0.048,0.23,0.0,0.385
9606.ENSP00000283179,9606.ENSP00000336687,HNRNPU,CBX3,9606,0.519,0.0,0.0,0.0,0.19,0.0,0.0,0.43
9606.ENSP00000283179,9606.ENSP00000360525,HNRNPU,MAGOH,9606,0.532,0.0,0.0,0.0,0.279,0.284,0.0,0.165
9606.ENSP00000283179,9606.ENSP00000359804,HNRNPU,FUBP1,9606,0.569,0.0,0.0,0.0,0.534,0.0,0.0,0.113
9606.ENSP00000283179,9606.ENSP00000356354,HNRNPU,PCMT1,9606,0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.574
9606.ENSP00000283179,9606.ENSP00000375978,HNRNPU,XRCC5,9606,0.577,0.0,0.0,0.0,0.309,0.0,0.0,0.413
9606.ENSP00000283179,9606.ENSP00000352257,HNRNPU,XRCC6,9606,0.582,0.0,0.0,0.0,0.302,0.0,0.0,0.426
9606.ENSP00000283179,9606.ENSP00000376276,HNRNPU,SRSF2,9606,0.595,0.0,0.0,0.0,0.254,0.0,0.0,0.479
9606.ENSP00000283179,9606.ENSP00000342889,HNRNPU,POLR2K,9606,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0
9606.ENSP00000283179,9606.ENSP00000406327,HNRNPU,COX20,9606,0.61,0.0,0.0,0.0,0.077,0.0,0.0,0.595
9606.ENSP00000283179,9606.ENSP00000358089,HNRNPU,TIAL1,9606,0.612,0.0,0.0,0.0,0.32,0.135,0.0,0.393
9606.ENSP00000283179,9606.ENSP00000323588,HNRNPU,SOX2,9606,0.628,0.0,0.0,0.0,0.0,0.345,0.0,0.456
9606.ENSP00000283179,9606.ENSP00000480421,HNRNPU,SRRT,9606,0.649,0.0,0.0,0.0,0.645,0.0,0.0,0.053
9606.ENSP00000283179,9606.ENSP00000400142,HNRNPU,EWSR1,9606,0.65,0.0,0.0,0.0,0.355,0.247,0.0,0.338
9606.ENSP00000283179,9606.ENSP00000351108,HNRNPU,HNRNPAB,9606,0.656,0.0,0.0,0.0,0.223,0.389,0.0,0.333
9606.ENSP00000283179,9606.ENSP00000451080,HNRNPU,ERH,9606,0.727,0.0,0.0,0.0,0.707,0.0,0.0,0.107
9606.ENSP00000283179,9606.ENSP00000286307,HNRNPU,LSM11,9606,0.739,0.0,0.0,0.0,0.0,0.0,0.72,0.109
9606.ENSP00000283179,9606.ENSP00000416959,HNRNPU,TRA2B,9606,0.827,0.0,0.0,0.0,0.72,0.161,0.0,0.322
9606.ENSP00000283179,9606.ENSP00000318195,HNRNPU,NCL,9606,0.849,0.0,0.0,0.0,0.473,0.26,0.0,0.644
9606.ENSP00000283179,9606.ENSP00000412566,HNRNPU,SNRPB,9606,0.856,0.0,0.0,0.0,0.303,0.056,0.72,0.311
9606.ENSP00000283179,9606.ENSP00000379475,HNRNPU,DDX39B,9606,0.86,0.0,0.0,0.0,0.734,0.151,0.0,0.431
9606.ENSP00000283179,9606.ENSP00000483254,HNRNPU,HNRNPDL,9606,0.874,0.0,0.0,0.0,0.222,0.392,0.0,0.756
9606.ENSP00000283179,9606.ENSP00000355011,HNRNPU,ILF2,9606,0.881,0.0,0.0,0.0,0.653,0.446,0.0,0.432
9606.ENSP00000283179,9606.ENSP00000296930,HNRNPU,NPM1,9606,0.882,0.0,0.0,0.0,0.162,0.499,0.0,0.742
9606.ENSP00000283179,9606.ENSP00000349748,HNRNPU,SFPQ,9606,0.902,0.0,0.0,0.0,0.756,0.121,0.0,0.582
9606.ENSP00000283179,9606.ENSP00000400591,HNRNPU,SNRPE,9606,0.905,0.0,0.0,0.0,0.635,0.056,0.72,0.137
9606.ENSP00000283179,9606.ENSP00000352438,HNRNPU,PCBP2,9606,0.907,0.0,0.0,0.0,0.281,0.058,0.8,0.395
9606.ENSP00000283179,9606.ENSP00000376309,HNRNPU,HNRNPA3,9606,0.967,0.0,0.0,0.0,0.42,0.431,0.8,0.564
9606.ENSP00000283179,9606.ENSP00000361626,HNRNPU,YBX1,9606,0.981,0.0,0.0,0.0,0.135,0.655,0.9,0.457
9606.ENSP00000283179,9606.ENSP00000400433,HNRNPU,HNRNPF,9606,0.988,0.0,0.0,0.0,0.74,0.346,0.8,0.71
9606.ENSP00000283179,9606.ENSP00000451291,HNRNPU,HNRNPC,9606,0.991,0.0,0.0,0.0,0.732,0.248,0.8,0.818
9606.ENSP00000283179,9606.ENSP00000313199,HNRNPU,HNRNPD,9606,0.992,0.0,0.0,0.0,0.344,0.864,0.8,0.603
9606.ENSP00000283179,9606.ENSP00000325376,HNRNPU,HNRNPM,9606,0.992,0.0,0.0,0.0,0.903,0.056,0.8,0.657
9606.ENSP00000283179,9606.ENSP00000365439,HNRNPU,HNRNPK,9606,0.994,0.0,0.0,0.0,0.81,0.581,0.8,0.702
9606.ENSP00000283179,9606.ENSP00000341826,HNRNPU,HNRNPA1,9606,0.996,0.0,0.0,0.0,0.859,0.532,0.8,0.772
9606.ENSP00000283228,9606.ENSP00000356899,PTPRR,DDR2,9606,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
9606.ENSP00000283228,9606.ENSP00000356920,PTPRR,DUSP12,9606,0.418,0.0,0.0,0.0,0.049,0.07,0.0,0.395
9606.ENSP00000283228,9606.ENSP00000377003,PTPRR,TSPAN8,9606,0.422,0.0,0.0,0.0,0.088,0.056,0.0,0.383
9606.ENSP00000283228,9606.ENSP00000482957,PTPRR,FAM65B,9606,0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.507
9606.ENSP00000283228,9606.ENSP00000305941,PTPRR,USH2A,9606,0.551,0.0,0.0,0.0,0.062,0.185,0.0,0.46
9606.ENSP00000283228,9606.ENSP00000381793,PTPRR,GRB10,9606,0.587,0.0,0.0,0.0,0.0,0.212,0.0,0.498
9606.ENSP00000283228,9606.ENSP00000384312,PTPRR,TRIOBP,9606,0.603,0.0,0.0,0.0,0.0,0.0,0.0,0.603
9606.ENSP00000283228,9606.ENSP00000352157,PTPRR,MAPK10,9606,0.641,0.0,0.0,0.0,0.096,0.0,0.6,0.088
9606.ENSP00000283228,9606.ENSP00000348772,PTPRR,PITPNM1,9606,0.753,0.0,0.0,0.0,0.062,0.0,0.0,0.747
9606.ENSP00000283228,9606.ENSP00000351342,PTPRR,PTPN5,9606,0.828,0.0,0.0,0.0,0.098,0.0,0.8,0.854
9606.ENSP00000283233,9606.ENSP00000362330,CCDC148,CHD6,9606,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.429
9606.ENSP00000283249,9606.ENSP00000361635,ITGB6,VDAC2,9606,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.41
9606.ENSP00000283249,9606.ENSP00000428924,ITGB6,LYN,9606,0.42,0.0,0.0,0.0,0.056,0.07,0.36,0.09
9606.ENSP00000283249,9606.ENSP00000379975,ITGB6,ILK,9606,0.569,0.0,0.0,0.0,0.049,0.078,0.0,0.548
9606.ENSP00000283249,9606.ENSP00000327145,ITGB6,FLNC,9606,0.686,0.0,0.0,0.0,0.065,0.074,0.6,0.201
9606.ENSP00000283290,9606.ENSP00000351990,ATG3,NAE1,9606,0.478,0.0,0.0,0.0,0.062,0.355,0.0,0.207
9606.ENSP00000283290,9606.ENSP00000307272,ATG3,RPTOR,9606,0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.486
9606.ENSP00000283290,9606.ENSP00000432083,ATG3,HSPA8,9606,0.539,0.0,0.0,0.0,0.173,0.056,0.0,0.457
9606.ENSP00000283290,9606.ENSP00000384744,ATG3,DERL3,9606,0.551,0.0,0.0,0.0,0.064,0.0,0.54,0.0
9606.ENSP00000283290,9606.ENSP00000432412,ATG3,ATG13,9606,0.912,0.0,0.0,0.0,0.062,0.0,0.0,0.91
9606.ENSP00000283290,9606.ENSP00000425107,ATG3,ATG12,9606,0.999,0.0,0.0,0.0,0.066,0.992,0.9,0.995
9606.ENSP00000283646,9606.ENSP00000371858,RPIA,NOP2,9606,0.454,0.047,0.0,0.0,0.45,0.0,0.0,0.0
9606.ENSP00000283646,9606.ENSP00000382731,RPIA,CECR1,9606,0.481,0.0,0.0,0.0,0.462,0.0,0.0,0.075
9606.ENSP00000283646,9606.ENSP00000398744,RPIA,ADAL,9606,0.481,0.0,0.0,0.0,0.462,0.0,0.0,0.075
9606.ENSP00000283646,9606.ENSP00000357748,RPIA,BCCIP,9606,0.497,0.0,0.0,0.0,0.238,0.368,0.0,0.0
9606.ENSP00000283646,9606.ENSP00000370517,RPIA,PFKP,9606,0.507,0.0,0.0,0.0,0.063,0.0,0.0,0.495
9606.ENSP00000283646,9606.ENSP00000361704,RPIA,CTPS1,9606,0.51,0.0,0.0,0.0,0.189,0.295,0.0,0.212
9606.ENSP00000283646,9606.ENSP00000402338,RPIA,RPF2,9606,0.511,0.0,0.0,0.0,0.511,0.0,0.0,0.0
9606.ENSP00000283646,9606.ENSP00000322396,RPIA,RRS1,9606,0.583,0.0,0.0,0.0,0.583,0.0,0.0,0.0
9606.ENSP00000283646,9606.ENSP00000419851,RPIA,GMPS,9606,0.586,0.042,0.0,0.0,0.439,0.272,0.0,0.067
9606.ENSP00000283646,9606.ENSP00000356354,RPIA,PCMT1,9606,0.684,0.0,0.0,0.0,0.0,0.684,0.0,0.0
9606.ENSP00000283646,9606.ENSP00000387365,RPIA,PWP1,9606,0.69,0.0,0.0,0.0,0.513,0.391,0.0,0.0
9606.ENSP00000283646,9606.ENSP00000333019,RPIA,ADSSL1,9606,0.74,0.0,0.0,0.0,0.072,0.726,0.0,0.06
9606.ENSP00000283646,9606.ENSP00000360147,RPIA,XPNPEP2,9606,0.741,0.041,0.0,0.0,0.096,0.726,0.0,0.0
9606.ENSP00000283646,9606.ENSP00000379865,RPIA,ADHFE1,9606,0.802,0.0,0.0,0.0,0.0,0.788,0.0,0.107
9606.ENSP00000283646,9606.ENSP00000338862,RPIA,BRIX1,9606,0.812,0.0,0.0,0.0,0.812,0.0,0.0,0.0
9606.ENSP00000283646,9606.ENSP00000361512,RPIA,PRPS1,9606,0.966,0.045,0.0,0.0,0.15,0.056,0.9,0.626
9606.ENSP00000283646,9606.ENSP00000391481,RPIA,TKT,9606,0.997,0.185,0.0,0.0,0.087,0.744,0.9,0.899
9606.ENSP00000283713,9606.ENSP00000371798,VILL,FSCN1,9606,0.436,0.0,0.0,0.0,0.0,0.111,0.0,0.392
9606.ENSP00000283921,9606.ENSP00000303042,HOXA10,AFAP1L2,9606,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.422
9606.ENSP00000283921,9606.ENSP00000331741,HOXA10,HOXB2,9606,0.447,0.0,0.0,0.0,0.097,0.259,0.0,0.572
9606.ENSP00000283921,9606.ENSP00000405965,HOXA10,SUMO2,9606,0.453,0.0,0.0,0.0,0.0,0.0,0.0,0.452
9606.ENSP00000283921,9606.ENSP00000354487,HOXA10,ZEB1,9606,0.489,0.0,0.0,0.0,0.0,0.388,0.0,0.2
9606.ENSP00000283921,9606.ENSP00000353151,HOXA10,HOXA4,9606,0.504,0.0,0.0,0.0,0.332,0.078,0.0,0.671
9606.ENSP00000283921,9606.ENSP00000453793,HOXA10,MEIS2,9606,0.522,0.0,0.0,0.0,0.063,0.147,0.0,0.45
9606.ENSP00000284031,9606.ENSP00000409382,DDAH1,CRACR2A,9606,0.436,0.0,0.0,0.0,0.0,0.436,0.0,0.0
9606.ENSP00000284031,9606.ENSP00000361716,DDAH1,RAB40A,9606,0.436,0.0,0.0,0.0,0.0,0.436,0.0,0.0
9606.ENSP00000284136,9606.ENSP00000347451,SEMA3D,LINGO1,9606,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
9606.ENSP00000284136,9606.ENSP00000296474,SEMA3D,MST1R,9606,0.44,0.0,0.0,0.0,0.0,0.246,0.0,0.287
9606.ENSP00000284136,9606.ENSP00000328777,SEMA3D,EFNA5,9606,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.44
9606.ENSP00000284136,9606.ENSP00000368314,SEMA3D,NRCAM,9606,0.45,0.0,0.0,0.0,0.0,0.102,0.0,0.413
9606.ENSP00000284136,9606.ENSP00000356000,SEMA3D,PLXNA2,9606,0.52,0.0,0.0,0.0,0.0,0.213,0.0,0.861
9606.ENSP00000284136,9606.ENSP00000417335,SEMA3D,ROBO2,9606,0.527,0.0,0.0,0.0,0.062,0.0,0.0,0.516
9606.ENSP00000284136,9606.ENSP00000409171,SEMA3D,PLXNB2,9606,0.885,0.0,0.0,0.0,0.0,0.213,0.0,0.86
9606.ENSP00000284136,9606.ENSP00000351338,SEMA3D,PLXNB1,9606,0.886,0.0,0.0,0.0,0.0,0.213,0.0,0.861
9606.ENSP00000284240,9606.ENSP00000318585,THY1,BACE1,9606,0.409,0.0,0.0,0.0,0.07,0.0,0.0,0.391
9606.ENSP00000284240,9606.ENSP00000381072,THY1,SERPINB8,9606,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.43
9606.ENSP00000284240,9606.ENSP00000353508,THY1,MAP2,9606,0.438,0.0,0.0,0.0,0.117,0.0,0.0,0.39
9606.ENSP00000284240,9606.ENSP00000327758,THY1,NKX2-5,9606,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.473
9606.ENSP00000284240,9606.ENSP00000370989,THY1,CD274,9606,0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.476
9606.ENSP00000284240,9606.ENSP00000436585,THY1,ECHDC1,9606,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.478
9606.ENSP00000284240,9606.ENSP00000356899,THY1,DDR2,9606,0.493,0.0,0.0,0.0,0.15,0.0,0.0,0.428
9606.ENSP00000284240,9606.ENSP00000294489,THY1,PDPN,9606,0.505,0.0,0.0,0.0,0.088,0.0,0.0,0.48
9606.ENSP00000284240,9606.ENSP00000322390,THY1,FGF13,9606,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.506
9606.ENSP00000284240,9606.ENSP00000463653,THY1,RBFOX3,9606,0.537,0.0,0.0,0.0,0.087,0.0,0.0,0.513
